# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4607		2363		1677
1		3869		4666		1802
2		3481		6939		1804
3		3188		9209		1804
4		3092		11471		1804
5		3065		13742		1789
6		2976		15995		1800
7		2931		18243		1793
8		2837		20488		1820
9		2814		22711		1821
10		2787		24940		1794
11		2789		27166		1798
12		2787		29412		1769
13		2781		31636		1810
14		2744		33869		1828
15		2682		36091		1804
16		2644		38323		1802
17		2608		40524		1797
18		2567		42747		1791
19		2555		44931		1817
20		2536		47132		1786
21		2517		49338		1789
22		2477		51543		1803
23		2529		53727		1779
24		2506		55926		1804
25		2522		58130		1795
26		2485		60312		1819
27		2487		62471		1792
28		2445		64668		1810
29		2376		66860		1804
30		2367		69037		1838
31		2370		71240		1808
32		2346		73405		1816
33		2364		75565		1826
34		2339		77718		1781
35		2310		79865		1795
36		2318		82010		1833
37		2298		84175		1794
38		2276		86353		1798
39		2226		88502		1805
40		2256		90648		1787
41		2237		92804		1791
42		2208		94959		1806
43		2206		97075		1826
44		2213		99206		1796
45		2203		101339		1829
46		2196		103487		1818
47		2186		105645		1796
48		2170		107785		1811
49		2174		109872		1810
50		2167		112021		1806
51		2140		114169		1805
52		2151		116302		1813
53		2145		118433		1802
54		2124		120556		1806
55		2101		122661		1793
56		2118		124776		1808
57		2130		126901		1809
58		2093		129009		1824
59		2093		131092		1802
60		2061		133194		1801
61		2076		135302		1817
62		2068		137373		1813
63		2067		139488		1819
64		2050		141612		1812
65		2048		143692		1809
66		2032		145791		1818
67		1996		147854		1819
68		1979		149906		1807
69		1954		151987		1813
70		1937		154101		1801
71		1902		156168		1804
72		1897		158235		1786
73		1858		160295		1809
74		1848		162315		1788
75		1866		164379		1783
76		1868		166402		1813
77		1868		168460		1803
78		1858		170500		1810
79		1872		172591		1803
80		1856		174650		1816
81		1835		176703		1806
82		1842		178765		1797
83		1821		180821		1783
84		1808		182863		1778
85		1808		184916		1786
86		1818		186992		1779
87		1785		189015		1787
88		1786		191053		1791
89		1788		193094		1782
90		1786		195121		1784
91		1773		197132		1791
92		1768		199178		1784
93		1752		201225		1786
94		1750		203240		1798
95		1739		205254		1796
96		1738		207278		1814
97		1725		209320		1791
98		1724		211327		1794
99		1720		213345		1790
100		1706		215338		1793
101		1708		217340		1802
102		1693		219340		1812
103		1690		221346		1810
104		1684		223342		1798
105		1689		225359		1797
106		1692		227364		1802
107		1693		229387		1826
108		1687		231337		1817
109		1689		233335		1815
110		1683		235337		1814
111		1678		237342		1813
112		1682		239322		1806
113		1683		241330		1817
114		1670		243338		1813
115		1661		245316		1816
116		1662		247350		1802
117		1666		249387		1810
118		1662		251397		1802
119		1661		253416		1806
120		1655		255392		1793
121		1654		257412		1786
122		1649		259423		1800
123		1646		261411		1801
124		1648		263407		1805
125		1646		265403		1811
126		1645		267375		1807
127		1644		269381		1814
128		1639		271347		1809
129		1639		273312		1812
130		1633		275260		1809
131		1632		277251		1819
132		1628		279234		1811
133		1629		281223		1804
134		1633		283196		1809
135		1627		285179		1802
136		1626		287168		1805
137		1625		289136		1799
138		1622		291101		1804
139		1619		293117		1801
140		1616		295102		1796
141		1611		297058		1801
142		1604		299049		1803
143		1604		301050		1801
144		1601		303007		1803
145		1600		305002		1806
146		1599		306978		1808
147		1599		308959		1815
148		1600		310916		1815
149		1600		312891		1822
150		1597		314878		1817
151		1597		316856		1815
152		1597		318840		1815
153		1594		320812		1811
154		1592		322784		1813
155		1590		324767		1819
156		1591		326757		1812
157		1590		328747		1814
158		1588		330726		1817
159		1584		332687		1805
160		1581		334673		1800
161		1583		336688		1805
162		1583		338688		1808
163		1583		340678		1804
164		1582		342644		1801
165		1581		344646		1811
166		1579		346628		1803
167		1580		348616		1805
168		1580		350563		1806
169		1578		352565		1798
170		1578		354551		1794
171		1579		356508		1796
172		1579		358490		1796
173		1578		360454		1785
174		1579		362432		1790
175		1577		364447		1790
176		1578		366406		1788
177		1576		368359		1787
178		1578		370325		1791
179		1577		372289		1784
180		1575		374291		1781
